brand,phone_name,oldprice,newprice,release,ram,rom,combined_condition
,vivo V29E,5.590.000đ,8.990.000đ,,12 GB,256 GB,a_old 
,OPPO A78,5.090.000đ,6.990.000đ,,8 GB,256 GB,a_new 
,Samsung Galaxy Z Fold4,16.090.000đ,40.990.000đ,,12 GB,512 GB,a_old 
,iPhone 15,18.590.000đ,25.990.000đ,,6 GB,256 GB,a_old 
,OPPO A78,4.590.000đ,6.990.000đ,,8 GB,256 GB,a_like_new 
,Apple iPhone XR,6.890.000đ,20.000.000đ,,,256 GB,a_old 
,Realme C55,2.790.000đ,5.990.000đ,,8 GB,256 GB,a_old 
,Realme C55,3.690.000đ,5.990.000đ,,8 GB,256 GB,a_new 
,OPPO Find X5 Pro,13.590.000đ,19.990.000đ,,12 GB,256 GB,a_new 
,OPPO A57,2.590.000đ,4.990.000đ,,4 GB,128 GB,a_old 
,vivo V29E,6.090.000đ,8.990.000đ,,12 GB,256 GB,a_like_new 
,Realme 9i,2.590.000đ,5.490.000đ,,4 GB,64 GB,a_like_new 
,iPhone 11,8.490.000đ,19.990.000đ,,4 GB,256 GB,a_old 
,Samsung Galaxy Z Flip4,8.890.000đ,25.990.000đ,,8 GB,512 GB,a_old 
,Samsung Galaxy Note 20,6.290.000đ,23.990.000đ,,8 GB,256 GB,a_like_new 
,realme 11,3.490.000đ,7.390.000đ,,8GB + Mở rộng 8GB,128 GB,a_old 
,Vivo Y16,1.990.000đ,4.490.000đ,,4GB + Mở rộng 1GB,64 GB,a_old 
,realme 11 Pro,7.290.000đ,11.990.000đ,,8 GB,256 GB,a_new 
,OPPO Reno8 T,5.090.000đ,,,8GB + Mở rộng 8GB,256 GB,a_old 
,Điện thoại Sony Xperia 10VI,9.190.000đ,11.990.000đ,,8 GB,128 GB,a_new 
,Điện thoại ZTE Blade V40,1.390.000đ,2.490.000đ,,6GB + Mở rộng 5GB,128 GB,a_old 
,OPPO A98,5.090.000đ,5.790.000đ,,8 GB,256 GB,a_like_new 
,realme C51,2.790.000đ,4.490.000đ,,6 GB,256 GB,a_new 
,Samsung Galaxy S21 FE,6.590.000đ,11.490.000đ,,8 GB,256 GB,a_old 
,Samsung Galaxy S21 FE,7.090.000đ,11.490.000đ,,8 GB,256 GB,a_old 
,OPPO Find N3 Flip,14.390.000đ,22.990.000đ,,12 GB,256 GB,a_old 
,iPhone 14 Pro,18.390.000đ,29.990.000đ,,6 GB,256 GB,a_old 
,iPhone 15 Pro Max,33.490.000đ,46.990.000đ,,,1 TB,a_old 
,OPPO A57,2.590.000đ,4.490.000đ,,4 GB,64 GB,a_like_new 
,OnePlus Nord CE 3 Lite,3.690.000đ,6.190.000đ,,8 GB,256 GB,a_old 
,OPPO A79,5.990.000đ,7.990.000đ,,8 GB,256 GB,a_new 
,iPhone 13 mini,12.090.000đ,24.990.000đ,,4 GB,256 GB,a_like_new 
,Điện thoại ZTE Blade V40,1.790.000đ,2.490.000đ,,6GB + Mở rộng 5GB,128 GB,a_new 
,Samsung Galaxy Z Flip5,11.990.000đ,29.990.000đ,,8 GB,512 GB,a_old 
,OPPO A77s,3.190.000đ,6.290.000đ,,8 GB,128 GB,a_old 
,OPPO Reno11,7.290.000đ,9.050.000đ,,8 GB,256 GB,a_like_new 
,iPhone 11,11.190.000đ,16.990.000đ,,4 GB,128 GB,a_new 
,OPPO Reno8,4.590.000đ,,,8 GB,256 GB,a_old 
,OPPO A18,2.690.000đ,3.990.000đ,,4 GB,128 GB,a_like_new 
,Samsung Galaxy Note 20 Ultra,9.590.000đ,32.990.000đ,,12 GB,256 GB,a_old 
,Samsung Galaxy Z Flip5,11.190.000đ,29.990.000đ,,8 GB,512 GB,a_old 
,iPhone 15 Pro,26.690.000đ,37.990.000đ,,,512 GB,a_old 
,OPPO Reno8 T,4.390.000đ,,,8 GB,256 GB,a_old 
,Vivo Y16,2.290.000đ,4.490.000đ,,4GB + Mở rộng 1GB,128 GB,a_like_new 
,iPhone 14 Pro Max,23.590.000đ,32.990.000đ,,,256 GB,a_like_new 
,Samsung Galaxy Z Fold5,28.000.000đ,44.990.000đ,,12 GB,512 GB,a_new 
,OPPO A17K,1.790.000đ,3.290.000đ,,3 GB,64 GB,a_old 
,Samsung Galaxy A23,3.490.000đ,,,6 GB,128 GB,a_like_new 
,Samsung Galaxy Z Flip4,8.490.000đ,25.990.000đ,,8 GB,256 GB,a_like_new 
,OPPO Find X5 Pro,12.290.000đ,19.990.000đ,,12 GB,256 GB,a_like_new 
,iPhone 14 Pro Max,26.990.000đ,29.990.000đ,,6 GB,1 TB,a_like_new 
,OPPO Find N3,33.590.000đ,44.990.000đ,,16 GB,512 GB,a_new 
,OnePlus Nord 3,7.290.000đ,12.490.000đ,,16 GB,256 GB,a_old 
,vivo Y03,2.290.000đ,2.990.000đ,,4GB + Mở rộng 4GB,64 GB,a_new 
,OPPO Find N3 Flip,13.390.000đ,22.990.000đ,,12 GB,256 GB,a_old 
,Nubia Red Magic 7 Obsidian,9.790.000đ,18.990.000đ,,12 GB,128 GB,a_old 
,OPPO A17K,2.190.000đ,3.290.000đ,,3 GB,64 GB,a_new 
,iPhone 14 Pro,21.590.000đ,27.990.000đ,,,512 GB,a_like_new 
,Samsung Galaxy Z Flip5,11.990.000đ,29.990.000đ,,8 GB,512 GB,a_old 
,Apple iPhone 8 Plus,6.190.000đ,,,3 GB,128 GB,a_old 
,Điện thoại Sony Xperia 1VI,24.890.000đ,32.990.000đ,,12 GB,256 GB,a_new 
,Samsung Galaxy Z Flip4,7.290.000đ,25.990.000đ,,8 GB,256 GB,a_old 
,OPPO Find X5 Pro,13.590.000đ,19.990.000đ,,12 GB,256 GB,a_new 
,OPPO Reno12 F,7.090.000đ,9.490.000đ,,8 GB,256 GB,a_like_new 
,OPPO A79,5.990.000đ,7.990.000đ,,8 GB,256 GB,a_like_new 
,Điện thoại ZTE Blade A55,1.690.000đ,2.090.000đ,,4 GB,64 GB,a_new 
,Điện thoại benco S1 Pro,3.490.000đ,4.290.000đ,,8GB + Mở rộng 8GB,256 GB,a_new 
,OPPO Reno8 T,5.290.000đ,,,8 GB,256 GB,a_new 
,OPPO Find N3,29.290.000đ,44.990.000đ,,16 GB,512 GB,a_old 
,iPhone 14 Plus,17.690.000đ,27.990.000đ,,6 GB,256 GB,a_old 
,Samsung Galaxy Z Flip5,13.890.000đ,29.990.000đ,,8 GB,512 GB,a_new 
,Xiaomi 13T,6.990.000đ,12.990.000đ,,12 GB,256 GB,a_old 
,Samsung Galaxy Z Fold5,27.000.000đ,40.990.000đ,,12 GB,256 GB,a_new 
,realme 11 Pro,6.090.000đ,11.990.000đ,,8 GB,256 GB,a_old 
,OPPO Reno11 Pro,11.790.000đ,16.090.000đ,,12 GB,512 GB,a_new 
,realme 11 Pro,5.590.000đ,11.990.000đ,,8 GB,256 GB,a_old 
,Samsung Galaxy Z Flip5,12.690.000đ,29.990.000đ,,8 GB,512 GB,a_like_new 
,Samsung Galaxy Z Flip4,7.290.000đ,25.990.000đ,,8 GB,256 GB,a_old 
,Realme C55,3.190.000đ,4.990.000đ,,6 GB,128 GB,a_new 
,Samsung Galaxy A34,5.940.000đ,,,8 GB,256 GB,a_new 
,Samsung Galaxy S23 Ultra,17.790.000đ,36.990.000đ,,12 GB,512 GB,a_old 
,OPPO A38,3.690.000đ,4.490.000đ,,6 GB,128 GB,a_new 
,OPPO Reno12,10.590.000đ,,,12 GB,512 GB,a_like_new 
,Samsung Galaxy Z Fold4,15.090.000đ,40.990.000đ,,12 GB,512 GB,a_old 
,Samsung Galaxy A05,2.090.000đ,3.090.000đ,,4 GB,64 GB,a_new 
,iPhone 12 Pro Max,14.490.000đ,28.990.000đ,,,128 GB,a_old 
,OPPO Find X5 Pro,10.790.000đ,19.990.000đ,,12 GB,256 GB,a_old 
,Samsung Galaxy Z Flip5,12.690.000đ,29.990.000đ,,8 GB,512 GB,a_like_new 
,OPPO Reno10 Pro,7.890.000đ,,,12 GB,256 GB,a_like_new 
,iPhone 15 Pro,31.690.000đ,43.990.000đ,,,1 TB,a_like_new 
,iPhone 14 Pro Max,20.590.000đ,29.990.000đ,,6 GB,128 GB,a_old 
,OPPO Find N3 Flip,17.090.000đ,22.990.000đ,,12 GB,256 GB,a_new 
,Samsung Galaxy Z Fold5,37.500.000đ,44.990.000đ,,12 GB,1 TB,a_new 
,Samsung Galaxy Z Flip4,8.490.000đ,25.990.000đ,,8 GB,256 GB,a_like_new 
,Samsung Galaxy Z Flip5,11.090.000đ,29.990.000đ,,8 GB,256 GB,a_old 
,OPPO A18,2.590.000đ,3.290.000đ,,4 GB,64 GB,a_new 
,OPPO Reno11 Pro,10.790.000đ,16.090.000đ,,12 GB,512 GB,a_like_new 
,Samsung Galaxy Z Fold5,24.790.000đ,44.990.000đ,,12 GB,1 TB,a_like_new 
,Samsung Galaxy Z Fold5,22.790.000đ,44.990.000đ,,12 GB,512 GB,a_like_new 
